file,model_count
2010-01-23_23-37-52.dimacs,4833367116497495370502027653016184982160125101822612930290682982016734136230720591841062427617628440876540921048604800000000000000000000000
2010-01-29_09-11-47.dimacs,13533427926192987037405677428445317950048350285103316204813912349646855581446017657154974797329359634454314578936093440000000000000000000000
2010-02-21_13-10-26.dimacs,94733995483350909261839741999117225650338451995723213433697386447527989070122123600084823581305517441180202052552654080000000000000000000000
2010-03-15_15-38-09.dimacs,157889992472251515436399569998528709417230753326205355722828977412546648450203539333474705968842529068633670087587756800000000000000000000000
2010-03-15_23-55-26.dimacs,158821634690764247782286161231217728082577505665929120400472716475957324218988072790949365062401729580486773531057638400000000000000000000000
2010-03-18_18-35-37.dimacs,249576854514058103657878253363342144129764651760745760629314268747932938058409828671491859383774146483622072691662003200000000000000000000000
2010-03-18_22-45-35.dimacs,249576854514058103657878253363342144129764651760745760629314268747932938058409828671491859383774146483622072691662003200000000000000000000000
2010-03-19_14-48-51.dimacs,497192740659566664719304720521493145984607786656550575777322900458888746978171895419559466268033582517973558164973952000000000000000000000000
2010-03-26_13-13-24.dimacs,677990100899409088253597346165672471797192436349841694241803955171211927697507130117581090365500339797236670224964480000000000000000000000000
2010-03-26_14-06-56.dimacs,1220382181618936358856475223098210449234946385429715049635247119308181469855512834211645962657900611635026006404936064000000000000000000000000
2010-03-31_15-58-58.dimacs,1220382181618936358856475223098210449234946385429715049635247119308181469855512834211645962657900611635026006404936064000000000000000000000000
2010-04-06_18-48-32.dimacs,1222783086302476621390372977810828454702832919241180251623833318396878684856852110726282569174064564705380464979278694400000000000000000000000
2010-04-14_12-31-26.dimacs,1833947935931775534089865100438015759864006890117637252977394661985343899124179009891509127165722009649903631835944396800000000000000000000000
2010-04-18_22-09-30.dimacs,3667149940058486488527045801176837663159290113559069496090241453368725159389200703013356044485529384137662179627377305600000000000000000000000
2010-04-29_13-43-39.dimacs,7198479511966658662664201017124903561016384296986321603436399889946016053615838417026217420656779902196151685935222118400000000000000000000000
2010-05-02_18-45-02.dimacs,7198479511966658662664201017124903561016384296986321603436399889946016053615838417026217420656779902196151685935222118400000000000000000000000
2010-05-04_15-45-25.dimacs,7198479511966658662664201017124903561016384296986321603436399889946016053615838417026217420656779902196151685935222118400000000000000000000000
2010-05-09_00-13-40.dimacs,7198479511966658662664201017124903561016384296986321603436399889946016053615838417026217420656779902196151685935222118400000000000000000000000
